,2,4,5,6,8,10,15,17,19,20,21,22,23,24,25,26,27,29,30
2,0.0,1.0, ,1.0,0.0,0.0, , , ,0.0, ,1.0, ,1.0, ,0.0, , , 
4,1.0,1.0, ,1.0,1.0,1.0, , , ,0.5084955692, ,1.0, ,1.0, ,1.0, , , 
6,1.0,0.9166666865, ,0.9714285731,0.7709359527,1.0, , , ,0.9708098173, ,1.0, ,0.8984728456, ,1.0, , , 
8,1.0,0.9583333135, ,0.8853503466,0.9440993667,0.9859539866, , , ,0.9887693524, ,0.8852226138, ,1.0, ,0.999419868, , , 
10,0.9230769277,1.0, ,0.9058823586,1.0,0.9840029478, , , ,0.9980114102, ,0.9795977473, ,0.9938216805, ,0.9357621074, , , 
16, , , , , , ,0.9859620929,0.9956117868,0.9961774349, ,0.9970070124, ,0.9945077896, ,0.9910293221, ,0.9922563434,1.0, 
18, , , , , , ,0.9941768646,0.9998488426,0.9913713336, ,0.999823451, ,0.9995459914, ,0.9966160655, ,0.9954349995,0.997233808, 
20, , , , , , ,0.9973577261,0.9995312691,0.9981029034, ,0.9980582595, ,0.9951264262, ,0.9974837899, ,0.9941291809,0.9960799217, 
22, , , , , , ,0.9941729903,0.999098599,0.9983121157, ,0.9989625812, ,0.9997261167, ,0.9994848371, ,0.9994610548,0.9940941334, 
24, , , , , , ,0.9993269444,0.9985407591,0.9995478988, ,0.9961961508, ,0.9998286963, ,0.9970937371, ,0.9999895096,0.999448061, 
26, , , , , , ,0.9988441467,0.995934844,0.9986121058, ,0.9994315505, ,0.9994809628, ,0.9968437552, ,0.9993653297,0.9995355606, 
28, , , , , , ,0.9990791678,0.9992871881,0.9999541044, ,0.9990324974, ,0.9997701645, ,0.9976082444, ,0.9993211627,0.9993960261, 
30, , , , , , ,0.9994017482,0.9990183711,0.9995623827, ,0.9996973276, ,0.9998903275, ,0.999509573, ,0.9996679425,0.9971252084, 
50, , , , , , ,0.9999087453, , ,0.9999114871, , , , ,0.9999909997, , , ,0.9973052144
60, , , , , , ,0.9998807311, , ,0.9999388456, , , , ,0.9998922944, , , ,0.9996920228
70, , , , , , ,0.9999982715, , ,0.9999287128, , , , ,0.9999619722, , , ,0.9998173714
80, , , , , , ,0.9999973774, , ,0.9999982119, , , , ,0.9999771714, , , ,0.9971290827
90,1.0, ,1.0, ,1.0, ,0.9999966025, , ,0.9999657273, , , , ,0.9999548197, , , ,0.9972033501
92,1.0, ,1.0, ,1.0, , , , , , , , , , , , , , 
94,1.0, ,1.0, ,1.0, , , , , , , , , , , , , , 
96,1.0, ,1.0, ,1.0, , , , , , , , , , , , , , 
98,1.0, ,1.0, ,1.0, , , , , , , , , , , , , , 
100,1.0, ,1.0, ,1.0, ,0.9999650717, , ,0.9999850392, , , , ,0.9999941587, , , ,0.9998483658
