1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7076354027,1.0,1.0,0.9984222054,1.0,1.0,1.0,1.0,1.0,0.933557272,0.9872837067,0.8984728456,0.867941916,1.0,0.9583333135,0.9363057613,1.0,0.9523995519,0.9866707325,1.0,1.0,0.9855107665,1.0,1.0,0.9882352948,0.9988399148,0.9936755896,0.9927643538,0.9689148664,0.9888970852,0.998662591,0.9945856333,0.9981079102,0.9992105961,0.997582674,0.9877651334,0.9974244237,0.9940911531,0.9997551441,0.9949781299,0.999984622,0.9934418797,0.9996675849,0.9995838404,0.9992505312,0.9949519038,0.9983408451,0.9997509122,0.9996370077,0.9998936057,0.9991392493,0.9954196215,0.9999111891,0.9986274838,0.999706924,0.9997729063,0.9996755123,0.9984446764,0.9992304444,0.999435842,0.9988130927,0.9915454984,0.999391377,0.9995495081,0.9983077645,0.9985004067,0.9996227622,0.9994651675,0.9994296432,0.9963875413,0.9999752045,0.9998471141,0.9994223714,0.9995603561,0.9994056821,0.9999278188,0.9988617301,0.9992229939,0.9991233349,0.9998335242,0.9989596009,0.9998335242,0.9999936819,0.9997384548,0.9996337295,0.9999728203,0.9998126626,0.999917984,0.9994422197,0.9977709651,0.999923408,0.9995324612,0.9997799397,0.99965626,0.9976497889,0.9996749759,0.9997757673,0.9997838736,0.9995607138,0.9998030066,0.9998281002,0.9999685884,0.9991537929,0.9999556541,0.9999521971,0.9998540282,0.9996530414,0.999935329,0.9999432564,0.9998330474,0.9995446801,1.0,1.0,1.0,0.9999771714,0.9999679327,0.9999963641,0.9961858988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999732375,0.9999923706,0.9999966621,0.9997017384
2n2b,2n4b,2n6b,2n8b,2n10b,2n20b,2n22b,2n24b,2n26b,4n2b,4n4b,4n6b,4n8b,4n10b,4n20b,4n22b,4n24b,4n26b,6n2b,6n4b,6n6b,6n8b,6n10b,6n20b,6n22b,6n24b,6n26b,8n2b,8n4b,8n6b,8n8b,8n10b,8n20b,8n22b,8n24b,8n26b,10n2b,10n4b,10n6b,10n8b,10n10b,10n20b,10n22b,10n24b,10n26b,16n15b,16n17b,16n19b,16n21b,16n23b,16n25b,16n27b,16n29b,18n15b,18n17b,18n19b,18n21b,18n23b,18n25b,18n27b,18n29b,20n15b,20n17b,20n19b,20n21b,20n23b,20n25b,20n27b,20n29b,22n15b,22n17b,22n19b,22n21b,22n23b,22n25b,22n27b,22n29b,24n15b,24n17b,24n19b,24n21b,24n23b,24n25b,24n27b,24n29b,26n15b,26n17b,26n19b,26n21b,26n23b,26n25b,26n27b,26n29b,28n15b,28n17b,28n19b,28n21b,28n23b,28n25b,28n27b,28n29b,30n15b,30n17b,30n19b,30n21b,30n23b,30n25b,30n27b,30n29b,50n15b,50n20b,50n25b,50n30b,60n15b,60n20b,60n25b,60n30b,70n15b,70n20b,70n25b,70n30b,80n15b,80n20b,80n25b,80n30b,90n2b,90n5b,90n8b,90n15b,90n20b,90n25b,90n30b,92n2b,92n5b,92n8b,94n2b,94n5b,94n8b,96n2b,96n5b,96n8b,98n2b,98n5b,98n8b,100n2b,100n5b,100n8b,100n15b,100n20b,100n25b,100n30b
