,2,4,5,6,8,10,15,17,19,20,21,22,23,24,25,26,27,29,30
2,1.0,1.0, ,1.0,1.0,1.0, , , ,1.0, ,1.0, ,1.0, ,1.0, , , 
4,1.0,1.0, ,1.0,1.0,1.0, , , ,0.7076354027, ,1.0, ,1.0, ,0.9984222054, , , 
6,1.0,1.0, ,1.0,1.0,1.0, , , ,0.933557272, ,0.9872837067, ,0.8984728456, ,0.867941916, , , 
8,1.0,0.9583333135, ,0.9363057613,1.0,0.9523995519, , , ,0.9866707325, ,1.0, ,1.0, ,0.9855107665, , , 
10,1.0,1.0, ,0.9882352948,0.9988399148,0.9936755896, , , ,0.9927643538, ,0.9689148664, ,0.9888970852, ,0.998662591, , , 
16, , , , , , ,0.9945856333,0.9981079102,0.9992105961, ,0.997582674, ,0.9877651334, ,0.9974244237, ,0.9940911531,0.9997551441, 
18, , , , , , ,0.9949781299,0.999984622,0.9934418797, ,0.9996675849, ,0.9995838404, ,0.9992505312, ,0.9949519038,0.9983408451, 
20, , , , , , ,0.9997509122,0.9996370077,0.9998936057, ,0.9991392493, ,0.9954196215, ,0.9999111891, ,0.9986274838,0.999706924, 
22, , , , , , ,0.9997729063,0.9996755123,0.9984446764, ,0.9992304444, ,0.999435842, ,0.9988130927, ,0.9915454984,0.999391377, 
24, , , , , , ,0.9995495081,0.9983077645,0.9985004067, ,0.9996227622, ,0.9994651675, ,0.9994296432, ,0.9963875413,0.9999752045, 
26, , , , , , ,0.9998471141,0.9994223714,0.9995603561, ,0.9994056821, ,0.9999278188, ,0.9988617301, ,0.9992229939,0.9991233349, 
28, , , , , , ,0.9998335242,0.9989596009,0.9998335242, ,0.9999936819, ,0.9997384548, ,0.9996337295, ,0.9999728203,0.9998126626, 
30, , , , , , ,0.999917984,0.9994422197,0.9977709651, ,0.999923408, ,0.9995324612, ,0.9997799397, ,0.99965626,0.9976497889, 
50, , , , , , ,0.9996749759, , ,0.9997757673, , , , ,0.9997838736, , , ,0.9995607138
60, , , , , , ,0.9998030066, , ,0.9998281002, , , , ,0.9999685884, , , ,0.9991537929
70, , , , , , ,0.9999556541, , ,0.9999521971, , , , ,0.9998540282, , , ,0.9996530414
80, , , , , , ,0.999935329, , ,0.9999432564, , , , ,0.9998330474, , , ,0.9995446801
90,1.0, ,1.0, ,1.0, ,0.9999771714, , ,0.9999679327, , , , ,0.9999963641, , , ,0.9961858988
92,1.0, ,1.0, ,1.0, , , , , , , , , , , , , , 
94,1.0, ,1.0, ,1.0, , , , , , , , , , , , , , 
96,1.0, ,1.0, ,1.0, , , , , , , , , , , , , , 
98,1.0, ,1.0, ,1.0, , , , , , , , , , , , , , 
100,1.0, ,1.0, ,1.0, ,0.9999732375, , ,0.9999923706, , , , ,0.9999966621, , , ,0.9997017384
