,2,4,5,6,8,10,15,17,19,20,21,22,23,24,25,26,27,29,30
2,1.0,0.0, ,0.0,0.0,1.0, , , ,1.0, ,1.0, ,1.0, ,1.0, , , 
4,1.0,1.0, ,1.0,0.6030927896,1.0, , , ,0.5084955692, ,1.0, ,1.0, ,0.9984222054, , , 
6,1.0,0.9166666865, ,0.9571428299,0.7709359527,1.0, , , ,0.933557272, ,1.0, ,0.8984728456, ,0.867941916, , , 
8,1.0,0.9583333135, ,0.9808917046,0.9440993667,0.9859539866, , , ,1.0, ,1.0, ,1.0, ,1.0, , , 
10,1.0,0.9761904478, ,0.7019608021,0.8747099638,0.9862351418, , , ,0.9895185828, ,0.9953921437, ,0.9811479449, ,0.998662591, , , 
16, , , , , , ,0.9926463366,0.9960950613,0.9998983145, ,0.9924430847, ,0.9984333515, ,0.9877212048, ,0.9976140857,0.9977256656, 
18, , , , , , ,0.9972788095,0.9967715144,0.9962838888, ,0.996041894, ,0.9999637604, ,0.9962027669, ,0.9942899942,0.9997096658, 
20, , , , , , ,0.9994484186,0.9996013045,0.9998594522, ,0.9967900515, ,0.9948863387, ,0.9977388382, ,0.996401906,0.9958742857, 
22, , , , , , ,0.9968815446,0.9970448017,0.9941242933, ,0.9998425245, ,0.9988624454, ,0.9994850159, ,0.9991958141,0.9972637296, 
24, , , , , , ,0.9987227321,0.9993459582,0.9988425374, ,0.9998373985, ,0.9992729425, ,0.9996476173, ,0.9994377494,0.9994398952, 
26, , , , , , ,0.9992893934,0.9992821813,0.9995384216, ,0.99974823, ,0.999994278, ,0.9997374415, ,0.9972854853,0.9999036193, 
28, , , , , , ,0.9996202588,0.9996846914,0.9997279644, ,0.9999808073, ,0.9993324876, ,0.9998650551, ,0.9992662072,0.9998598099, 
30, , , , , , ,0.9992569685,0.9993063211,0.9994946718, ,0.99985075, ,0.9999572039, ,0.9997701049, ,0.9998887181,0.9983282685, 
50, , , , , , ,0.9997195005, , ,0.999820292, , , , ,0.9999733567, , , ,0.9997372031
60, , , , , , ,0.9998138547, , ,0.9999954104, , , , ,0.9999645948, , , ,0.9999815226
70, , , , , , ,0.9998925924, , ,0.9999285936, , , , ,0.9998819232, , , ,0.9998273253
80, , , , , , ,0.9999973774, , ,0.9999604821, , , , ,0.9999545217, , , ,0.9999890327
90,1.0, ,1.0, ,1.0, ,0.999963522, , ,0.9999324083, , , , ,0.9999824762, , , ,0.9983130097
92,1.0, ,1.0, ,1.0, , , , , , , , , , , , , , 
94,1.0, ,1.0, ,1.0, , , , , , , , , , , , , , 
96,1.0, ,1.0, ,1.0, , , , , , , , , , , , , , 
98,1.0, ,1.0, ,1.0, , , , , , , , , , , , , , 
100,1.0, ,1.0, ,1.0, ,0.9999964833, , ,0.9999910593, , , , ,0.9999611378, , , ,0.9999134541
