,2,4,5,6,8,10,15,17,19,20,21,22,23,24,25,26,27,29,30
2,1.0,0, ,0,0,1.0, , , ,1.0, ,1.0, ,1.0, ,1.0, , , 
4,1.0,5.66666666667, ,1.38461538462,1.18781725888,1.54153846154, , , ,1.0, ,1.52442220308, ,1.0, ,1.0, , , 
6,1.0,3.66666666667, ,1.19642857143,1.19923371648,1.0, , , ,1.0, ,1.19803279649, ,1.00385659784, ,1.0, , , 
8,1.0,1.35294117647, ,1.73033707865,2.70222222222,2.11111111111, , , ,1.19422695777, ,1.03918029607, ,1.05586110701, ,1.31922816928, , , 
10,1.0,2.73333333333, ,1.36641221374,1.01208053691,1.02157996146, , , ,1.01093062097, ,1.0, ,1.08387224308, ,1.05562662625, , , 
16, , , , , , ,1.03737577416,1.34992065691,1.03088829225, ,1.24701010661, ,1.03893935455, ,1.00536546529, ,1.00703927941,1.02762034556, 
18, , , , , , ,1.03265396653,1.01764650413,1.02479566941, ,1.24013128603, ,1.02532056136, ,1.03139313367, ,1.0,1.02543129952, 
20, , , , , , ,1.0193265645,1.04483968011,1.32022552622, ,1.12127658253, ,1.01793856633, ,1.01849360991, ,1.01550738639,1.0, 
22, , , , , , ,1.09425920521,1.04021505409,1.05451852943, ,1.06532899013, ,1.01595593783, ,1.04276634272, ,1.00342809849,1.00004193087, 
24, , , , , , ,1.00956273907,1.00548748429,1.06711814602, ,1.09072920824, ,1.02551674436, ,1.00038990509, ,1.06006730033,1.00061366611, 
26, , , , , , ,1.08249738131,1.03563031917,1.03557045058, ,1.00674162935, ,1.00833035451, ,1.01382406043, ,1.0,1.02211848712, 
28, , , , , , ,1.02865127036,1.03333925152,1.0282257663, ,1.04925093176, ,1.02529840344, ,1.00258837984, ,1.00537843897,1.00675479845, 
30, , , , , , ,1.05535909012,1.01539187073,1.05070783189, ,1.1166276087, ,1.02148627848, ,1.00413628765, ,1.01093474198,1.00294061792, 
50, , , , , , ,1.15296461358, , ,1.00162584398, , , , ,1.00275526164, , , ,1.02363664867
60, , , , , , ,1.2333059139, , ,1.10350718662, , , , ,1.01590140663, , , ,1.32862519262
70, , , , , , ,1.08368858018, , ,1.00524017357, , , , ,1.01462777444, , , ,1.00365849282
80, , , , , , ,1.25371695102, , ,1.1983162885, , , , ,1.00840379132, , , ,1.0
90,1.0, ,1.07252440725, ,1.00478392601, ,1.3308443589, , ,1.14371786409, , , , ,1.00577696388, , , ,1.00814609359
92,1.0, ,1.00492610837, ,1.00315771979, , , , , , , , , , , , , , 
94,1.0, ,1.04564315353, ,1.03658536585, , , , , , , , , , , , , , 
96,1.0, ,1.10126582278, ,1.00143652361, , , , , , , , , , , , , , 
98,1.0125, ,1.1034965035, ,1.03494757863, , , , , , , , , , , , , , 
100,1.0, ,1.01838755304, ,1.07041484716, ,1.14063313327, , ,1.21233594307, , , , ,1.00017062973, , , ,1.00305204959
