,2,4,5,6,8,10,15,17,19,20,21,22,23,24,25,26,27,29,30
2,0,0, ,0,0,0, , , ,0, ,0, ,0, ,0, , , 
4,0.300969,0, ,0.499896,0.479005,0.375608, , , ,0.379702, ,0.41451, ,0.234006, ,0, , , 
6,0.387921,0.439593, ,0.403099,0.517967,0.25647, , , ,0.38234, ,0.340334, ,0.077371, ,0.00832, , , 
8,0.50748,0.639264, ,0.76865,0.652058,0.467939, , , ,0.599233, ,0.785236, ,0.22868, ,0.286806, , , 
10,0.791392,0.470921, ,0.455159,0.575474,0.843394, , , ,38.8215, ,0.39192, ,7.91538, ,0.010812, , , 
16, , , , , , ,77.508,22.2369,44.7782, ,21.0826, ,45.2278, ,56.4741, ,58.0099,0.022456, 
18, , , , , , ,39.5821,66.3844,64.3709, ,45.7725, ,51.6159, ,39.1677, ,45.8127,44.0635, 
20, , , , , , ,17.2983,43.9679,47.5008, ,54.4839, ,0.759823, ,55.9054, ,49.9148,52.1336, 
22, , , , , , ,0.735593,50.6307,46.9163, ,45.9496, ,50.2918, ,94.8913, ,100.725,45.4556, 
24, , , , , , ,61.9735,52.4372,97.4447, ,49.3995, ,146.84, ,95.2642, ,107.942,57.7185, 
26, , , , , , ,43.8889,47.5159,99.6834, ,94.4225, ,97.8257, ,45.8715, ,96.0586,108.208, 
28, , , , , , ,1.01063,44.5933,47.2747, ,105.692, ,99.362, ,136.155, ,124.611,94.8913, 
30, , , , , , ,48.2748,18.9165,97.6305, ,101.858, ,89.3149, ,82.3908, ,71.3365,100.348, 
50, , , , , , ,43.0852, , ,74.9996, , , , ,67.831, , , ,57.1817
60, , , , , , ,47.141, , ,0.677892, , , , ,144.554, , , ,82.2299
70, , , , , , ,1.23156, , ,27.5935, , , , ,55.8125, , , ,38.0796
80, , , , , , ,0.891555, , ,113.61, , , , ,42.7385, , , ,84.6907
90,0.743087, ,0.704402, ,0.856598, ,0.952584, , ,29.2295, , , , ,16.9585, , , ,6.12886
92,0.683138, ,0.572997, ,0.584234, , , , , , , , , , , , , , 
94,0.870828, ,0.754477, ,0.855712, , , , , , , , , , , , , , 
96,0.718576, ,0.778997, ,0.34503, , , , , , , , , , , , , , 
98,0.341703, ,0.646408, ,0.845825, , , , , , , , , , , , , , 
100,0.842897, ,0.800606, ,0.8373, ,14.138, , ,118.039, , , , ,114.939, , , ,37.2469
